# source, target, _graphml_edge_id, bridge, crs, geometry, highway, lanes, length, name, oneway, osmid, ref, simplified, streets_per_node
167,166,0,,,"LINESTRING (-85.25898100000001 31.556981, -85.258928 31.556813, -85.25885599999999 31.556605, -85.258726 31.556254, -85.258588 31.555857)",residential,,130.42499999999998,Briarhill Road,False,7712426,,,
167,317,0,,,"LINESTRING (-85.25898100000001 31.556981, -85.25878899999999 31.557026, -85.258128 31.557199)",secondary,,84.386,Ozark Road,False,7716716,SR 27,,
167,184,0,,,"LINESTRING (-85.25898100000001 31.556981, -85.259118 31.556942, -85.260837 31.556493)",secondary,,184.04500000000002,Ozark Road,False,7716716,SR 27,,
168,169,0,,,"LINESTRING (-85.25293499999999 31.55342, -85.253141 31.553423, -85.253821 31.553455, -85.254251 31.553467, -85.254935 31.553495, -85.255152 31.553511)",residential,,210.347,Briarhill Road,False,7712428,,,
168,177,0,,,"LINESTRING (-85.25293499999999 31.55342, -85.25312599999999 31.554855, -85.253167 31.55522, -85.253238 31.555951, -85.253264 31.556316, -85.253325 31.557564)",tertiary,,462.47499999999997,Henry County 99,False,7714212,,,
168,291,0,,,"LINESTRING (-85.25293499999999 31.55342, -85.2529054 31.5532152, -85.25277 31.552309, -85.252703 31.551947, -85.252621 31.551589, -85.25239500000001 31.550803, -85.252354 31.55063)",tertiary,,315.442,Henry County 99,False,7714212,,,
169,163,0,,,,residential,,4.893,Ward Drive,False,7712537,,,
169,168,0,,,"LINESTRING (-85.255152 31.553511, -85.254935 31.553495, -85.254251 31.553467, -85.253821 31.553455, -85.253141 31.553423, -85.25293499999999 31.55342)",residential,,210.34699999999998,Briarhill Road,False,7712428,,,
169,239,0,,,"LINESTRING (-85.255152 31.553511, -85.255229 31.552428, -85.25526000000001 31.552062, -85.25527 31.55185, -85.255296 31.551329, -85.25536099999999 31.550226, -85.255381 31.550114, -85.25546799999999 31.550118, -85.255554 31.550116, -85.25641 31.550149, -85.25653 31.550161)",residential,,487.4779999999999,"['Ann Drive', 'Ward Drive']",False,"[7712537, 7712987]",,,
170,73,0,,,,primary,2,47.86,,False,163862641,AL 10,,
170,150,0,,,"LINESTRING (-85.219646 31.567302, -85.219585 31.567565, -85.219369 31.568648)",residential,,151.96099999999998,Hickory Grove Road,False,7714729,,,
171,172,0,,,"LINESTRING (-85.275937 31.58641, -85.276055 31.586641, -85.276101 31.586783, -85.276138 31.586925, -85.276194 31.587215, -85.276224 31.587432)",primary,2,117.543,,False,7712491,AL 10,,
171,269,0,,,"LINESTRING (-85.275937 31.58641, -85.276088 31.586297, -85.276506 31.586044, -85.276976 31.585727, -85.277175 31.58559, -85.277489 31.585344, -85.277728 31.585134, -85.277953 31.584913, -85.27821 31.584619, -85.27839899999999 31.584375, -85.27852900000001 31.584186, -85.278609 31.584056, -85.278829 31.583656, -85.278963 31.583384, -85.279073 31.583183, -85.279122 31.583118, -85.27919300000001 31.583066, -85.279279 31.583039, -85.279369 31.583037, -85.27954 31.583064, -85.27969 31.583093)",unclassified,,540.3280000000001,Graball Cutoff,False,7713455,,,
171,93,0,,,"LINESTRING (-85.275937 31.58641, -85.275836 31.586268, -85.275755 31.58614, -85.27566400000001 31.586014, -85.27540999999999 31.585717, -85.27512 31.585446, -85.27451499999999 31.584925, -85.274218 31.584663, -85.271773 31.58254)",primary,2,585.41,East Washington Street,False,107903673,AL 10,,
172,76,0,,,"LINESTRING (-85.276224 31.587432, -85.276386 31.587594, -85.276437 31.587655, -85.27657499999999 31.5878)",primary,2,52.746,,False,7712491,AL 10,,
172,171,0,,,"LINESTRING (-85.276224 31.587432, -85.276194 31.587215, -85.276138 31.586925, -85.276101 31.586783, -85.276055 31.586641, -85.275937 31.58641)",primary,2,117.543,,False,7712491,AL 10,,
172,75,0,,,"LINESTRING (-85.276224 31.587432, -85.27623699999999 31.587723, -85.27623800000001 31.587975)",unclassified,,60.402,Great Southern Boundary,False,7713904,,,
173,89,0,,,,primary,2,25.452,,False,136667250,AL 10,,
173,174,0,,,,primary,2,27.31,,False,136667251,AL 10,,
173,90,0,,,,trunk,2,46.324,,True,136667269,US 431,,
174,84,0,,,,primary,2,29.577,,False,136667248,AL 10,,
174,173,0,,,,primary,2,27.31,,False,136667251,AL 10,,
174,83,0,,,,trunk,2,30.81,,True,385169185,US 431,,
175,176,0,,,"LINESTRING (-85.255154 31.555583, -85.255218 31.555661, -85.255464 31.555867, -85.255555 31.555988, -85.255584 31.55613, -85.255577 31.556275, -85.255557 31.556496, -85.25556 31.556629)",residential,,130.846,Ward Drive,False,7712537,,,
175,163,0,,,"LINESTRING (-85.255154 31.555583, -85.255123 31.555537, -85.255087 31.555468, -85.255067 31.555395, -85.25506300000001 31.555248, -85.255089 31.554884, -85.255122 31.554151, -85.25514800000001 31.553785, -85.255152 31.553555)",residential,,227.447,Ward Drive,False,7712537,,,
175,113,0,,,"LINESTRING (-85.255154 31.555583, -85.255281 31.555543, -85.25569400000001 31.555444, -85.256923 31.555116, -85.258009 31.554838)",residential,,282.956,Martinson Drive,False,7713252,,,
176,177,0,,,"LINESTRING (-85.25556 31.556629, -85.255498 31.556761, -85.25544499999999 31.556819, -85.255385 31.556872, -85.25512999999999 31.557067, -85.25452 31.557473, -85.254445 31.557513, -85.254366 31.557545, -85.254284 31.557566, -85.254197 31.557577, -85.254025 31.557576, -85.25350899999999 31.557564, -85.253325 31.557564)",residential,,253.73700000000002,Ward Drive,False,7712537,,,
176,175,0,,,"LINESTRING (-85.25556 31.556629, -85.255557 31.556496, -85.255577 31.556275, -85.255584 31.55613, -85.255555 31.555988, -85.255464 31.555867, -85.255218 31.555661, -85.255154 31.555583)",residential,,130.846,Ward Drive,False,7712537,,,
176,166,0,,,"LINESTRING (-85.25556 31.556629, -85.255752 31.556585, -85.25739 31.556157, -85.257795 31.556044, -85.258208 31.555951, -85.258588 31.555857)",residential,,299.52299999999997,Mc Swean Drive,False,7713167,,,
176,274,0,,,"LINESTRING (-85.25556 31.556629, -85.255689 31.556761, -85.255723 31.556825, -85.255954 31.557219, -85.25613800000001 31.557552, -85.25625100000001 31.557747)",residential,,140.99599999999998,Julia Drive,False,7713861,,,
177,176,0,,,"LINESTRING (-85.253325 31.557564, -85.25350899999999 31.557564, -85.254025 31.557576, -85.254197 31.557577, -85.254284 31.557566, -85.254366 31.557545, -85.254445 31.557513, -85.25452 31.557473, -85.25512999999999 31.557067, -85.255385 31.556872, -85.25544499999999 31.556819, -85.255498 31.556761, -85.25556 31.556629)",residential,,253.737,Ward Drive,False,7712537,,,
177,292,0,,,"LINESTRING (-85.253325 31.557564, -85.253338 31.557781, -85.25334100000001 31.558099)",tertiary,,59.522,Henry County 99,False,7714212,,,
177,168,0,,,"LINESTRING (-85.253325 31.557564, -85.253264 31.556316, -85.253238 31.555951, -85.253167 31.55522, -85.25312599999999 31.554855, -85.25293499999999 31.55342)",tertiary,,462.475,Henry County 99,False,7714212,,,
178,156,0,,,,residential,,37.722,Rock Hill,False,7712543,,,
178,257,0,,,"LINESTRING (-85.25437599999999 31.564621, -85.25488799999999 31.564621, -85.25531599999999 31.564634, -85.256598 31.564713, -85.257456 31.564755, -85.25805699999999 31.564791, -85.25815 31.564806, -85.25819 31.564882, -85.258207 31.564955, -85.258224 31.565102, -85.258234 31.565242)",residential,,407.89500000000004,Rock Hill Circle,False,7714619,,,
178,311,0,,,"LINESTRING (-85.25437599999999 31.564621, -85.25420200000001 31.564619, -85.25332299999999 31.564619)",residential,,99.767,Rock Hill Circle,False,7714619,,,
179,180,0,,,"LINESTRING (-85.249332 31.560631, -85.24933 31.560431, -85.249348 31.560064, -85.2493631 31.5597997, -85.2493838 31.5593443, -85.2493884 31.559232)",residential,,155.67900000000003,Southdale Court,False,7712545,,,
179,305,0,,,"LINESTRING (-85.249332 31.560631, -85.24950800000001 31.560636, -85.24959200000001 31.560648, -85.249675 31.560665, -85.249831 31.560721, -85.24996299999999 31.560807, -85.250066 31.560921, -85.250148 31.561049, -85.250254 31.561165, -85.250334 31.561201, -85.25041899999999 31.561217, -85.251802 31.56128)",residential,,261.23,Ash Drive,False,7714548,,,
179,310,0,,,"LINESTRING (-85.249332 31.560631, -85.248659 31.560612, -85.248062 31.560608, -85.24797700000001 31.560616, -85.247764 31.560679)",residential,,149.832,Ash Drive,False,7714548,,,
180,179,0,,,"LINESTRING (-85.2493884 31.559232, -85.2493838 31.5593443, -85.2493631 31.5597997, -85.249348 31.560064, -85.24933 31.560431, -85.249332 31.560631)",residential,,155.679,Southdale Court,False,7712545,,,
181,182,0,,,"LINESTRING (-85.269448 31.555802, -85.269282 31.555808, -85.269111 31.555824, -85.268941 31.555856, -85.26877500000001 31.555899, -85.268445 31.555979, -85.268202 31.556048, -85.267629 31.556189, -85.26745699999999 31.556241)",residential,,195.563,Jefferson Drive,False,7712557,,,
181,335,0,,,"LINESTRING (-85.269448 31.555802, -85.269435 31.555859, -85.269351 31.556444, -85.26931500000001 31.556663, -85.269198 31.557226)",residential,,160.15699999999998,Christopher Drive,False,7716342,,,
181,314,0,,,"LINESTRING (-85.269448 31.555802, -85.269485 31.555565, -85.269497 31.55542, -85.269498 31.555345, -85.26946700000001 31.555199, -85.269368 31.554988, -85.26931999999999 31.554875, -85.26922500000001 31.554671, -85.26916300000001 31.554573, -85.269035 31.554296)",residential,,176.10500000000002,Christopher Drive,False,7716342,,,
182,183,0,,,"LINESTRING (-85.26745699999999 31.556241, -85.267293 31.556283, -85.26712499999999 31.556338, -85.26703000000001 31.556377)",residential,,43.271,Jefferson Drive,False,7712557,,,
182,181,0,,,"LINESTRING (-85.26745699999999 31.556241, -85.267629 31.556189, -85.268202 31.556048, -85.268445 31.555979, -85.26877500000001 31.555899, -85.268941 31.555856, -85.269111 31.555824, -85.269282 31.555808, -85.269448 31.555802)",residential,,195.56300000000002,Jefferson Drive,False,7712557,,,
182,335,0,,,"LINESTRING (-85.26745699999999 31.556241, -85.267544 31.556479, -85.26758700000001 31.556622, -85.26763800000001 31.556763, -85.26772699999999 31.556892, -85.26779000000001 31.556946, -85.26794200000001 31.557023, -85.268094 31.557092, -85.268255 31.557143, -85.268422 31.557175, -85.268507 31.557184, -85.268934 31.557204, -85.269198 31.557226)",residential,,224.983,Wesley Drive,False,7716369,,,
183,182,0,,,"LINESTRING (-85.26703000000001 31.556377, -85.26712499999999 31.556338, -85.267293 31.556283, -85.26745699999999 31.556241)",residential,,43.271,Jefferson Drive,False,7712557,,,
184,26,0,,,"LINESTRING (-85.260837 31.556493, -85.260948 31.556842, -85.260997 31.556983, -85.261053 31.557124, -85.26111299999999 31.557261, -85.26118200000001 31.557394, -85.26139000000001 31.557718)",residential,,146.60500000000002,Clover Street,False,7712566,,,
184,167,0,,,"LINESTRING (-85.260837 31.556493, -85.259118 31.556942, -85.25898100000001 31.556981)",secondary,,184.04500000000002,Ozark Road,False,7716716,SR 27,,
184,109,0,,,"LINESTRING (-85.260837 31.556493, -85.26107399999999 31.556428, -85.26140700000001 31.556342)",secondary,,56.561,Ozark Road,False,7716716,SR 27,,
185,191,0,,,,primary,2,4.409,East Washington Street,False,107903673,AL 10,,
185,217,0,,,,primary,2,134.399,East Washington Street,False,107903673,AL 10,,
185,10,0,,,"LINESTRING (-85.251632 31.57167, -85.251627 31.571738, -85.25158 31.572103, -85.25157400000001 31.572208, -85.25156 31.57247, -85.251597 31.572699)",residential,,114.96199999999999,Trawick Street,False,7712594,,,
186,187,0,,,"LINESTRING (-85.252076 31.563202, -85.25203999999999 31.564073, -85.252003 31.564657, -85.252004 31.564898)",residential,,188.74099999999999,Trawick Street,False,7712596,,,
186,330,0,,,"LINESTRING (-85.252076 31.563202, -85.25241 31.56323, -85.253412 31.563295)",residential,,127.007,West Alabama Street,False,7715722,,,
186,213,0,,,"LINESTRING (-85.252076 31.563202, -85.251957 31.563191, -85.251616 31.563176, -85.251362 31.563156, -85.251279 31.563137, -85.251159 31.56305)",residential,,90.931,West Alabama Street,False,7715722,,,
187,159,0,,,,residential,,26.16,Trawick Street,False,7712596,,,
187,186,0,,,"LINESTRING (-85.252004 31.564898, -85.252003 31.564657, -85.25203999999999 31.564073, -85.252076 31.563202)",residential,,188.74099999999999,Trawick Street,False,7712596,,,
187,157,0,,,"LINESTRING (-85.252004 31.564898, -85.252554 31.564896, -85.25298100000001 31.5649, -85.253152 31.564898, -85.253289 31.564886)",residential,,121.81800000000001,Clendinen Street,False,7714312,,,
188,47,0,,,,residential,,75.326,Trawick Street,False,7712596,,,
188,53,0,,,,residential,,138.221,Trawick Street,False,7712596,,,
188,214,0,,,"LINESTRING (-85.251884 31.567429, -85.251769 31.567431, -85.251428 31.567413, -85.250829 31.567392, -85.250449 31.56738)",residential,,136.09,W College,False,7715590,,,
189,190,0,,,"LINESTRING (-85.25178699999999 31.569536, -85.251778 31.569696, -85.251716 31.570944)",residential,,156.708,Trawick Street,False,7712596,,,
189,47,0,,,"LINESTRING (-85.25178699999999 31.569536, -85.2518 31.569187, -85.251856 31.568106)",residential,,159.14600000000002,Trawick Street,False,7712596,,,
189,215,0,,,"LINESTRING (-85.25178699999999 31.569536, -85.251047 31.569517, -85.25070599999999 31.5695, -85.250623 31.56949, -85.250347 31.56948)",residential,,136.614,West Kelly,False,7713582,,,
190,191,0,,,"LINESTRING (-85.251716 31.570944, -85.251712 31.571088, -85.251678 31.571676)",residential,,81.479,Trawick Street,False,7712596,,,
190,189,0,,,"LINESTRING (-85.251716 31.570944, -85.251778 31.569696, -85.25178699999999 31.569536)",residential,,156.708,Trawick Street,False,7712596,,,
190,264,0,,,"LINESTRING (-85.251716 31.570944, -85.252353 31.57096, -85.25286800000001 31.570978, -85.252951 31.570984, -85.25306 31.57098)",residential,,127.43200000000002,West Williams Street,False,7716584,,,
190,216,0,,,"LINESTRING (-85.251716 31.570944, -85.251498 31.570937, -85.251071 31.570917, -85.250642 31.570903, -85.250264 31.570896)",residential,,137.67200000000003,West Williams Street,False,7716584,,,
191,185,0,,,,primary,2,4.409,East Washington Street,False,107903673,AL 10,,
191,190,0,,,"LINESTRING (-85.251678 31.571676, -85.251712 31.571088, -85.251716 31.570944)",residential,,81.479,Trawick Street,False,7712596,,,
191,250,0,,,"LINESTRING (-85.251678 31.571676, -85.25177100000001 31.571676, -85.251941 31.571684, -85.252791 31.571729, -85.25322 31.571747, -85.255213 31.571854, -85.25535600000001 31.571862, -85.255717 31.571885)",primary,2,383.368,East Washington Street,False,107903673,AL 10,,
192,193,0,,,"LINESTRING (-85.244204 31.563125, -85.244175 31.56329, -85.244158 31.563753)",residential,,70.061,Girard Street,False,7712645,,,
192,201,0,,,"LINESTRING (-85.244204 31.563125, -85.244342 31.563128, -85.244856 31.563155, -85.245543 31.563181, -85.24556800000001 31.56318, -85.24584400000001 31.56317)",residential,,155.56900000000002,East Alabama Street,False,7712655,,,
192,200,0,,,"LINESTRING (-85.244204 31.563125, -85.24357000000001 31.563082, -85.242285 31.563016, -85.24194199999999 31.563028, -85.24168400000001 31.563019, -85.241512 31.562994, -85.24143100000001 31.562964, -85.24133399999999 31.56292)",residential,,274.52900000000005,East Alabama Street,False,7712655,,,
193,194,0,,,"LINESTRING (-85.244158 31.563753, -85.24413699999999 31.564242, -85.244128 31.564369)",residential,,68.558,Girard Street,False,7712645,,,
193,192,0,,,"LINESTRING (-85.244158 31.563753, -85.244175 31.56329, -85.244204 31.563125)",residential,,70.061,Girard Street,False,7712645,,,
193,230,0,,,"LINESTRING (-85.244158 31.563753, -85.243976 31.563745, -85.24320899999999 31.563695, -85.242779 31.563686, -85.242588 31.563671)",residential,,149.074,Gilliam Street,False,7712787,,,
194,37,0,,,"LINESTRING (-85.244128 31.564369, -85.244124 31.564611, -85.24412599999999 31.564752)",residential,,42.592,Girard Street,False,7712645,,,
194,193,0,,,"LINESTRING (-85.244128 31.564369, -85.24413699999999 31.564242, -85.244158 31.563753)",residential,,68.558,Girard Street,False,7712645,,,
194,299,0,,,"LINESTRING (-85.244128 31.564369, -85.243985 31.564353, -85.243212 31.56432, -85.24307899999999 31.564316, -85.242952 31.564313, -85.24284299999999 31.564301)",residential,,122.053,"['East Street', 'Hall Street']",False,"[7715552, 7714460]",,,
195,37,0,,,,residential,,22.478,Girard Street,False,7712645,,,
195,196,0,,,"LINESTRING (-85.244117 31.564954, -85.24406999999999 31.565894, -85.244046 31.566261, -85.24403100000001 31.566627, -85.244004 31.567068, -85.24400900000001 31.5672)",residential,,250.00100000000003,Girard Street,False,7712645,,,
195,237,0,,,"LINESTRING (-85.244117 31.564954, -85.24286499999999 31.564913, -85.24273100000001 31.564917)",residential,,131.409,Jordan Street,False,7712969,,,
196,198,0,,,"LINESTRING (-85.24400900000001 31.5672, -85.24400199999999 31.567344, -85.243985 31.567415, -85.243988 31.567485, -85.244073 31.567517, -85.24415500000001 31.567531, -85.244241 31.567537, -85.244429 31.567542, -85.245351 31.567567, -85.2462 31.567603, -85.247816 31.567661, -85.247986 31.567666)",residential,,411.876,Girard Street,False,"[7712645, 7712647]",,,
196,195,0,,,"LINESTRING (-85.24400900000001 31.5672, -85.244004 31.567068, -85.24403100000001 31.566627, -85.244046 31.566261, -85.24406999999999 31.565894, -85.244117 31.564954)",residential,,250.00099999999998,Girard Street,False,7712645,,,
196,62,0,,,"LINESTRING (-85.24400900000001 31.5672, -85.243843 31.567203, -85.24372200000001 31.567194)",residential,,27.238,Crawford Street,False,7713869,,,
197,61,0,,,,residential,,12.309,Girard Street,False,7712646,,,
198,196,0,,,"LINESTRING (-85.247986 31.567666, -85.247816 31.567661, -85.2462 31.567603, -85.245351 31.567567, -85.244429 31.567542, -85.244241 31.567537, -85.24415500000001 31.567531, -85.244073 31.567517, -85.243988 31.567485, -85.243985 31.567415, -85.24400199999999 31.567344, -85.24400900000001 31.5672)",residential,,411.876,Girard Street,False,"[7712645, 7712647]",,,
198,243,0,,,"LINESTRING (-85.247986 31.567666, -85.24810100000001 31.567813, -85.24815099999999 31.567866)",secondary,,27.205,Columbia Road,False,7716771,AL 95,,
